Count,date,avgTmax,avgTmin,totPrecip
93.0,2011-01-30,25.84873949579832,34.581711566244586,0.04407443682664055
112.0,2011-02-06,51.983193277310924,37.62590294892497,0.13222331047992164
91.0,2011-02-13,69.40336134453781,37.38438004589106,0.22037218413320275
43.0,2011-02-20,45.42016806722689,22.098665760176768,0.22037218413320275
20.0,2011-02-27,43.99159663865546,27.197331520353533,1.0440744368266406
22.0,2011-03-06,72.5546218487395,24.340188663210675,0.13222331047992164
8.0,2011-03-13,73.83193277310923,38.38438004589106,0.22037218413320275
3.0,2011-03-20,70.6890756302521,41.42857142857143,0.3085210577864838
1.0,2011-03-27,55.94117647058823,48.57142857142857,0.3085210577864838
1.0,2011-04-03,55.94117647058823,52.24152290303391,0.3085210577864838
0.0,2011-04-10,55.94117647058823,52.527237188748195,0.3085210577864838
0.0,2011-04-17,55.94117647058823,42.83504716580267,0.3085210577864838
0.0,2011-04-24,55.94117647058823,43.43885442338745,0.3085210577864838
0.0,2011-05-01,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2011-05-08,55.94117647058823,49.81295147446248,0.3085210577864838
0.0,2011-10-09,61.66386554621848,52.21942721169372,0.3085210577864838
0.0,2011-10-16,55.94117647058823,37.07657006883658,0.3085210577864838
0.0,2011-10-23,68.10924369747899,35.81295147446248,0.22037218413320275
0.0,2011-10-30,55.94117647058823,43.67009433160534,0.3085210577864838
0.0,2011-11-06,55.94117647058823,44.581711566244586,0.3085210577864838
0.0,2011-11-13,72.70588235294117,35.42857142857143,0.3085210577864838
0.0,2011-11-20,53.69747899159664,40.48304580606782,0.13222331047992164
0.0,2011-11-27,61.26050420168067,35.67009433160534,0.22037218413320275
0.0,2011-12-04,74.5546218487395,24.549332880088382,0.2644466209598433
0.0,2011-12-11,65.57142857142857,23.670094331605338,0.1762977473065622
1.0,2011-12-18,58.714285714285715,19.40647573723124,0.22037218413320275
0.0,2011-12-25,49.857142857142854,28.812951474462484,0.22037218413320275
0.0,2012-01-01,61.27731092436975,24.40647573723124,0.2644466209598433
1.0,2012-01-08,65.84873949579831,17.571428571428573,0.3085210577864838
4.0,2012-01-15,58.285714285714285,41.64799864026515,0.1762977473065622
0.0,2012-01-22,55.857142857142854,27.505141497408005,0.1762977473065622
1.0,2012-01-29,34.57142857142857,17.527237188748195,0.22037218413320275
3.0,2012-02-05,55.94117647058823,38.84533016061868,0.0
59.0,2012-02-12,55.94117647058823,38.84533016061868,0.0
15.0,2012-02-19,38.42857142857143,27.07657006883658,0.1762977473065622
24.0,2012-02-26,60.42016806722689,33.64799864026515,0.1762977473065622
32.0,2012-03-04,74.5546218487395,50.0,0.3085210577864838
24.0,2012-03-11,62.84033613445378,30.670094331605338,0.22037218413320275
37.0,2012-03-18,59.94957983193277,39.57142857142857,0.3085210577864838
21.0,2012-03-25,61.3781512605042,35.790855783122296,0.3085210577864838
9.0,2012-04-01,55.94117647058823,44.40647573723124,0.2644466209598433
8.0,2012-04-08,65.24369747899159,28.142857142857142,0.3085210577864838
6.0,2012-04-15,63.67226890756302,37.549332880088386,0.2644466209598433
1.0,2012-04-22,65.67226890756302,27.549332880088382,0.2644466209598433
1.0,2012-04-29,67.10084033613445,46.81295147446248,0.3085210577864838
0.0,2012-05-06,55.94117647058823,45.889521543299054,0.3085210577864838
1.0,2012-05-13,55.94117647058823,49.50514149740801,0.3085210577864838
0.0,2012-05-20,55.94117647058823,34.362284354550866,0.3085210577864838
0.0,2012-10-07,55.94117647058823,58.098665760176765,0.3085210577864838
0.0,2012-10-14,58.94957983193277,43.857142857142854,0.3085210577864838
0.0,2012-10-21,61.52100840336134,38.768760091782106,0.3085210577864838
0.0,2012-10-28,60.680672268907564,50.21942721169372,0.22037218413320275
0.0,2012-11-04,62.983193277310924,36.83504716580267,0.2644466209598433
0.0,2012-11-11,78.27731092436976,40.42857142857143,0.3085210577864838
1.0,2012-11-18,61.714285714285715,27.714285714285715,0.2644466209598433
0.0,2012-11-25,61.6890756302521,29.428571428571427,0.3085210577864838
0.0,2012-12-02,48.0,30.64799864026515,0.1762977473065622
3.0,2012-12-09,32.411764705882355,27.889521543299058,0.04407443682664055
8.0,2012-12-16,47.27731092436975,38.05447437749639,0.13222331047992164
19.0,2012-12-23,52.983193277310924,27.549332880088382,0.3085210577864838
6.0,2012-12-30,71.26890756302521,51.714285714285715,0.3085210577864838
10.0,2013-01-06,70.57142857142857,36.0,1.2644466209598435
21.0,2013-01-13,39.411764705882355,25.64799864026515,0.1762977473065622
26.0,2013-01-20,55.94117647058823,38.84533016061868,0.0
49.0,2013-01-27,50.66386554621848,38.84533016061868,0.0
71.0,2013-02-03,51.99159663865546,21.571428571428573,0.22037218413320275
30.0,2013-02-17,37.97478991596638,38.84533016061868,0.0
51.0,2013-02-24,49.680672268907564,38.84533016061868,0.0
47.0,2013-03-03,27.428571428571427,33.153140137673155,0.0
22.0,2013-03-10,57.52100840336134,47.50514149740801,0.1762977473065622
18.0,2013-03-17,39.26890756302521,34.581711566244586,0.04407443682664055
13.0,2013-03-24,54.857142857142854,30.746664400441915,0.0881488736532811
1.0,2013-03-31,28.714285714285715,38.84533016061868,0.0
1.0,2013-04-07,64.0,34.010282994816016,0.04407443682664055
5.0,2013-04-14,68.10924369747899,42.549332880088386,0.2644466209598433
0.0,2013-04-21,55.94117647058823,47.91161723463925,0.3085210577864838
1.0,2013-04-28,60.81512605042017,49.2636185943741,0.3085210577864838
0.0,2013-05-05,55.94117647058823,59.40647573723124,0.3085210577864838
0.0,2013-05-12,55.94117647058823,44.318092971870485,0.3085210577864838
0.0,2013-05-19,55.94117647058823,53.48304580606782,0.3085210577864838
0.0,2013-10-06,55.94117647058823,58.098665760176765,0.3085210577864838
0.0,2013-10-13,68.82352941176471,42.67009433160534,0.3085210577864838
0.0,2013-10-20,55.94117647058823,55.50514149740801,0.3085210577864838
0.0,2013-10-27,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-11-03,63.81512605042017,46.97790430865981,0.3085210577864838
0.0,2013-11-10,65.82352941176471,35.955808617319626,0.3085210577864838
0.0,2013-11-17,54.42857142857143,23.098665760176768,0.22037218413320275
0.0,2013-11-24,43.857142857142854,28.384380045891053,0.22037218413320275
0.0,2013-12-01,48.857142857142854,26.911617234639245,0.13222331047992164
0.0,2013-12-08,41.142857142857146,33.175235829013346,1.0440744368266406
0.0,2013-12-15,46.42857142857143,18.362284354550862,0.0881488736532811
0.0,2013-12-22,65.85714285714286,24.955808617319626,0.22037218413320275
0.0,2013-12-29,74.4201680672269,32.57142857142857,0.3085210577864838
0.0,2014-01-05,60.563025210084035,27.714285714285715,0.3085210577864838
1.0,2014-01-12,57.26050420168067,32.38438004589106,0.2644466209598433
2.0,2014-01-19,60.714285714285715,19.69219002294553,0.22037218413320275
12.0,2014-01-26,39.142857142857146,34.74666440044192,0.0881488736532811
17.0,2014-02-02,43.57142857142857,18.362284354550862,0.0881488736532811
12.0,2014-02-09,63.714285714285715,19.263618594374098,0.2644466209598433
10.0,2014-02-16,67.85714285714286,16.0,0.2644466209598433
13.0,2014-02-23,71.71428571428571,25.263618594374098,0.2644466209598433
10.0,2014-03-02,69.1344537815126,17.142857142857142,1.2644466209598433
16.0,2014-03-09,69.96638655462185,18.977904308659813,0.22037218413320275
15.0,2014-03-16,59.52100840336134,62.0,0.3085210577864838
9.0,2014-03-23,68.53781512605042,47.40647573723124,0.2644466209598433
3.0,2014-03-30,70.10924369747899,37.38438004589106,0.22037218413320275
5.0,2014-04-06,55.94117647058823,47.88952154329906,0.3085210577864838
1.0,2014-04-13,55.94117647058823,48.120761451516955,0.3085210577864838
0.0,2014-04-20,55.94117647058823,31.977904308659813,0.3085210577864838
1.0,2014-04-27,55.94117647058823,59.07657006883658,0.3085210577864838
0.0,2014-05-04,55.94117647058823,56.955808617319626,0.3085210577864838
0.0,2014-05-11,55.94117647058823,65.12076145151696,0.3085210577864838
0.0,2014-05-18,55.94117647058823,44.24152290303391,0.3085210577864838
0.0,2014-09-28,55.94117647058823,48.62590294892497,0.3085210577864838
0.0,2014-10-05,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-10-12,55.94117647058823,42.86742585195888,0.3085210577864838
0.0,2014-10-19,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-10-26,66.81512605042016,56.120761451516955,0.3085210577864838
0.0,2014-11-02,58.94957983193277,47.48304580606782,0.3085210577864838
0.0,2014-11-09,69.26050420168067,41.83504716580267,0.3085210577864838
0.0,2014-11-16,76.11764705882352,53.42857142857143,0.3085210577864838
1.0,2014-11-23,72.69747899159664,42.142857142857146,0.3085210577864838
0.0,2014-11-30,59.42857142857143,30.0,1.2644466209598433
4.0,2014-12-07,25.142857142857142,21.076570068836578,0.13222331047992164
2.0,2014-12-14,52.714285714285715,18.285714285714285,0.22037218413320275
3.0,2014-12-21,63.99159663865546,27.24152290303391,0.2644466209598433
2.0,2014-12-28,50.134453781512605,31.098665760176768,0.22037218413320275
1.0,2015-01-04,38.42016806722689,33.2959972805303,0.0
6.0,2015-01-11,45.11764705882353,32.076570068836574,0.1762977473065622
13.0,2015-01-18,54.27731092436975,32.24152290303391,0.22037218413320275
34.0,2015-01-25,14.848739495798318,38.84533016061868,0.0
55.0,2015-02-01,22.142857142857142,29.175235829013342,0.04407443682664055
61.0,2015-02-08,24.134453781512605,33.581711566244586,0.04407443682664055
69.0,2015-02-15,44.57142857142857,29.483045806067818,0.13222331047992164
48.0,2015-02-22,43.84873949579832,33.581711566244586,0.04407443682664055
66.0,2015-03-01,59.142857142857146,24.93371292597944,0.1762977473065622
29.0,2015-03-08,77.99159663865547,16.241522903033907,1.1322233104799218
27.0,2015-03-15,65.68067226890756,21.120761451516955,0.2644466209598433
27.0,2015-03-22,64.96638655462185,34.0,0.3085210577864838
18.0,2015-03-29,73.68907563025209,33.40647573723124,0.2644466209598433
20.0,2015-04-05,68.98319327731092,24.384380045891053,0.1762977473065622
5.0,2015-04-12,62.09243697478991,43.098665760176765,0.2644466209598433
1.0,2015-04-19,55.94117647058823,50.527237188748195,0.3085210577864838
0.0,2015-04-26,55.94117647058823,51.07657006883658,0.3085210577864838
0.0,2015-05-03,62.23529411764706,42.692190022945525,0.3085210577864838
0.0,2015-05-10,55.94117647058823,52.340188663210675,0.3085210577864838
0.0,2015-05-17,55.94117647058823,54.362284354550866,0.3085210577864838
0.0,2015-10-04,55.94117647058823,60.67009433160534,0.3085210577864838
0.0,2015-10-11,55.94117647058823,45.74666440044191,0.3085210577864838
0.0,2015-10-18,60.134453781512605,23.714285714285715,0.3085210577864838
0.0,2015-10-25,60.3781512605042,53.362284354550866,0.3085210577864838
0.0,2015-11-01,66.24369747899159,51.714285714285715,0.3085210577864838
0.0,2015-11-08,58.38655462184874,32.340188663210675,0.3085210577864838
0.0,2015-11-15,60.66386554621848,52.64799864026515,0.3085210577864838
0.0,2015-11-22,49.95798319327731,38.340188663210675,0.2644466209598433
1.0,2015-11-29,49.0,32.46095011472763,0.04407443682664055
1.0,2015-12-06,85.0,37.40647573723124,0.3085210577864838
0.0,2015-12-13,70.84873949579831,42.2636185943741,0.22037218413320275
3.0,2015-12-20,61.81512605042017,48.81295147446248,0.3085210577864838
1.0,2015-12-27,68.24369747899159,61.285714285714285,0.3085210577864838
0.0,2016-01-03,67.85714285714286,22.571428571428573,0.3085210577864838
4.0,2016-01-10,57.57142857142857,16.714285714285715,1.1762977473065621
3.0,2016-01-17,35.563025210084035,29.625902948924963,1.0881488736532812
8.0,2016-01-24,45.96638655462185,34.581711566244586,0.04407443682664055
21.0,2016-01-31,68.6890756302521,32.0,0.2644466209598433
29.0,2016-02-07,71.5546218487395,29.263618594374098,0.3085210577864838
28.0,2016-02-14,57.42857142857143,22.384380045891053,0.22037218413320275
31.0,2016-02-21,33.84033613445378,35.2959972805303,0.0881488736532811
37.0,2016-02-28,54.42857142857143,40.2959972805303,0.04407443682664055
49.0,2016-03-06,45.285714285714285,28.46095011472763,0.0881488736532811
58.0,2016-03-13,67.57142857142857,28.46095011472763,1.0440744368266406
44.0,2016-03-20,63.12605042016806,13.692190022945526,0.2644466209598433
42.0,2016-03-27,66.10924369747899,37.42857142857143,0.3085210577864838
32.0,2016-04-03,64.82352941176471,37.120761451516955,0.3085210577864838
17.0,2016-04-10,62.23529411764706,31.83504716580267,1.2644466209598433
6.0,2016-04-17,55.94117647058823,48.692190022945525,0.3085210577864838
4.0,2016-04-24,56.23529411764706,29.527237188748195,0.2644466209598433
2.0,2016-05-01,65.11764705882352,30.93371292597943,0.1762977473065622
0.0,2016-05-08,55.94117647058823,52.67009433160534,0.3085210577864838
0.0,2016-05-15,55.94117647058823,35.175235829013346,0.3085210577864838
0.0,2016-10-09,55.94117647058823,53.692190022945525,0.3085210577864838
0.0,2016-10-16,55.94117647058823,52.142857142857146,0.3085210577864838
0.0,2016-10-23,65.10084033613445,55.57142857142857,0.3085210577864838
0.0,2016-10-30,55.94117647058823,48.120761451516955,0.3085210577864838
0.0,2016-11-06,61.26050420168067,25.714285714285715,0.2644466209598433
0.0,2016-11-13,48.857142857142854,13.857142857142858,1.2644466209598435
1.0,2016-11-20,60.54621848739496,42.67009433160534,0.22037218413320275
4.0,2016-11-27,69.54621848739495,54.83504716580267,0.3085210577864838
0.0,2016-12-04,38.714285714285715,35.581711566244586,0.04407443682664055
9.0,2016-12-11,35.0,39.2959972805303,0.04407443682664055
27.0,2016-12-25,39.857142857142854,31.93371292597943,0.13222331047992164
20.0,2017-01-01,48.411764705882355,34.2959972805303,0.04407443682664055
24.0,2017-01-08,31.974789915966387,38.84533016061868,0.0
26.0,2017-01-15,27.285714285714285,31.889521543299058,0.0881488736532811
29.0,2017-01-22,31.974789915966387,38.84533016061868,0.0
18.0,2017-01-29,36.403361344537814,34.43885442338744,0.04407443682664055
26.0,2017-02-05,56.563025210084035,30.955808617319626,0.22037218413320275
17.0,2017-02-12,39.142857142857146,24.93371292597944,0.13222331047992164
11.0,2017-02-19,77.4201680672269,27.64799864026515,0.1762977473065622
1.0,2017-02-26,67.5546218487395,42.50514149740801,0.22037218413320275
3.0,2017-03-05,66.54621848739495,26.285714285714285,0.3085210577864838
1.0,2017-03-12,62.81512605042017,25.285714285714285,0.2644466209598433
0.0,2017-10-08,55.94117647058823,53.38438004589106,0.3085210577864838
0.0,2017-10-15,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2017-10-22,55.94117647058823,52.62590294892497,0.3085210577864838
0.0,2017-10-29,61.66386554621848,45.50514149740801,0.3085210577864838
0.0,2017-11-05,62.09243697478991,35.0,1.2644466209598435
0.0,2017-11-12,68.42857142857143,25.571428571428573,0.2644466209598433
0.0,2017-11-19,62.142857142857146,24.505141497408008,1.1322233104799215
0.0,2017-11-26,56.831932773109244,41.549332880088386,0.2644466209598433
0.0,2017-12-03,31.84873949579832,27.054474377496394,0.13222331047992164
0.0,2017-12-10,46.563025210084035,31.460950114727634,0.0881488736532811
1.0,2017-12-17,39.42857142857143,20.21942721169372,1.1322233104799215
2.0,2017-12-24,63.0,45.97790430865981,0.2644466209598433
7.0,2017-12-31,46.12605042016806,27.812951474462484,0.22037218413320275
17.0,2018-01-07,63.983193277310924,42.142857142857146,0.2644466209598433
35.0,2018-01-14,57.142857142857146,30.120761451516955,0.13222331047992164
70.0,2018-01-21,47.0,6.977904308659811,0.3085210577864838
95.0,2018-01-28,73.42857142857143,35.83504716580267,1.2203721841332027
96.0,2018-02-04,44.714285714285715,36.91161723463925,1.2644466209598433
119.0,2018-02-11,25.983193277310924,38.84533016061868,1.1762977473065623
86.0,2018-02-18,39.714285714285715,38.84533016061868,0.13222331047992164
105.0,2018-02-25,34.27731092436975,38.84533016061868,0.0
115.0,2018-03-04,52.24369747899159,33.43885442338744,0.13222331047992164
139.0,2018-03-11,62.39495798319327,35.42857142857143,1.220372184133203
79.0,2018-03-18,58.8235294117647,40.24152290303391,0.1762977473065622
29.0,2018-03-25,50.69747899159664,27.483045806067818,0.04407443682664055
24.0,2018-04-01,74.26050420168066,24.857142857142858,0.22037218413320275
7.0,2018-04-08,59.94957983193277,37.549332880088386,0.1762977473065622
2.0,2018-04-15,55.94117647058823,54.81295147446248,0.0881488736532811
2.0,2018-04-22,55.94117647058823,38.84533016061868,0.04407443682664055
1.0,2018-04-29,55.94117647058823,57.120761451516955,0.13222331047992164
0.0,2018-05-06,55.94117647058823,40.790855783122296,0.04407443682664055
0.0,2018-05-13,55.94117647058823,38.84533016061868,0.0881488736532811
0.0,2018-05-20,55.94117647058823,46.03237868615621,0.13222331047992164
0.0,2018-10-07,55.94117647058823,57.549332880088386,0.13222331047992164
0.0,2018-10-14,55.94117647058823,44.010282994816016,0.0
0.0,2018-10-21,55.94117647058823,41.2959972805303,0.0
0.0,2018-10-28,60.53781512605042,41.549332880088386,0.13222331047992164
0.0,2018-11-04,72.56302521008404,20.428571428571427,0.1762977473065622
0.0,2018-11-11,55.94117647058823,57.38438004589106,0.1762977473065622
0.0,2018-11-18,70.26890756302521,23.69219002294553,0.04407443682664055
1.0,2018-11-25,49.857142857142854,23.362284354550862,0.22037218413320275
1.0,2018-12-02,65.27731092436974,42.142857142857146,0.22037218413320275
3.0,2018-12-09,71.40336134453781,36.40647573723124,0.2644466209598433
3.0,2018-12-16,41.69747899159664,34.010282994816016,0.13222331047992164
8.0,2018-12-23,60.6890756302521,43.42857142857143,0.3085210577864838
1.0,2018-12-30,40.403361344537814,35.2959972805303,0.04407443682664055
0.0,2019-01-06,44.142857142857146,29.219427211693723,0.13222331047992164
12.0,2019-01-13,45.857142857142854,26.384380045891053,1.220372184133203
14.0,2019-01-20,39.134453781512605,27.34018866321068,0.13222331047992164
44.0,2019-01-27,45.680672268907564,27.746664400441915,0.1762977473065622
37.0,2019-02-03,25.56302521008403,28.175235829013342,0.22037218413320275
52.0,2019-02-10,60.285714285714285,28.505141497408005,1.1762977473065623
61.0,2019-02-17,53.680672268907564,24.21942721169372,0.0
54.0,2019-02-24,60.66386554621848,31.263618594374098,0.04407443682664055
22.0,2019-03-03,63.67226890756302,50.42857142857143,0.1762977473065622
17.0,2019-03-10,65.25210084033613,41.285714285714285,0.3085210577864838
17.0,2019-03-17,73.84873949579833,33.120761451516955,1.2644466209598435
10.0,2019-03-24,58.3781512605042,30.263618594374098,0.04407443682664055
7.0,2019-03-31,61.23529411764706,36.857142857142854,0.04407443682664055
0.0,2019-04-07,56.95798319327731,41.97790430865981,1.1322233104799218
0.0,2019-04-14,64.68067226890756,36.933712925979435,0.1762977473065622
0.0,2019-04-21,55.94117647058823,42.197331520353536,0.04407443682664055
0.0,2019-04-28,62.23529411764706,48.67009433160534,0.22037218413320275
0.0,2019-05-05,60.66386554621848,29.098665760176768,0.1762977473065622
0.0,2019-05-12,55.94117647058823,40.285714285714285,0.22037218413320275
0.0,2019-05-19,55.94117647058823,46.933712925979435,0.0881488736532811
0.0,2019-10-06,55.94117647058823,47.50514149740801,0.3085210577864838
0.0,2019-10-13,55.94117647058823,58.07657006883658,1.1322233104799215
0.0,2019-10-20,55.94117647058823,38.84533016061868,0.2644466209598433
0.0,2019-10-27,55.94117647058823,49.197331520353536,0.04407443682664055
0.0,2019-11-03,73.26050420168066,31.527237188748195,0.13222331047992164
0.0,2019-11-10,64.5546218487395,38.97790430865981,0.1762977473065622
0.0,2019-11-17,45.0,11.835047165802669,1.1762977473065621
0.0,2019-11-24,63.142857142857146,20.24152290303391,0.0881488736532811
0.0,2019-12-01,71.0,49.38438004589106,0.2644466209598433
0.0,2019-12-08,57.42857142857143,40.768760091782106,1.0881488736532812
6.0,2019-12-22,71.54621848739495,51.2636185943741,0.22037218413320275
4.0,2019-12-29,60.42857142857143,31.670094331605338,0.22037218413320275
131.0,2009-10-10,67.71428571428571,54.0,37.8
161.0,2009-10-17,53.57142857142857,41.714285714285715,29.199999999999996
394.0,2009-10-24,62.285714285714285,47.285714285714285,33.099999999999994
837.0,2009-10-31,60.142857142857146,50.57142857142857,35.39999999999999
1365.0,2009-11-07,54.42857142857143,41.857142857142854,29.299999999999997
2632.0,2009-11-14,60.0,49.285714285714285,34.5
2246.0,2009-11-21,58.57142857142857,47.42857142857143,33.2
1696.0,2009-11-28,53.0,45.857142857142854,32.1
1030.0,2009-12-05,54.57142857142857,40.142857142857146,28.1
628.0,2009-12-12,40.857142857142854,29.285714285714285,20.5
592.0,2009-12-19,40.42857142857143,28.714285714285715,20.100000000000005
374.0,2009-12-26,38.142857142857146,26.571428571428573,18.599999999999998
363.0,2010-01-02,38.57142857142857,26.285714285714285,18.4
301.0,2010-01-09,30.857142857142858,21.857142857142858,15.3
261.0,2010-01-16,38.57142857142857,26.571428571428573,18.6
247.0,2010-01-23,44.285714285714285,33.857142857142854,23.7
200.0,2010-01-30,40.0,28.0,19.600000000000005
185.0,2010-02-06,34.714285714285715,24.571428571428573,17.200000000000003
